Localização,Formato_Localizacao,Pais_Localizacao,Consistencia_Pais_Completa,Problemas_Localizacao,Localização_Padronizada,Cidade_Padronizada,Estado_Padronizado,Pais_Localizacao_Padronizado,Consistencia_Validada
"Lisboa, Lisbon, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Portugal,True
"Aveiro, Aveiro, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Aveiro, Aveiro, Portugal",Aveiro,Aveiro,Portugal,True
"Aveiro, Aveiro, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Aveiro, Aveiro, Portugal",Aveiro,Aveiro,Portugal,True
"Aveiro, Aveiro, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Aveiro, Aveiro, Portugal",Aveiro,Aveiro,Portugal,True
"Aveiro, Aveiro, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Aveiro, Aveiro, Portugal",Aveiro,Aveiro,Portugal,True
"Cascais, Lisbon, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Cascais, Lisbon, Portugal",Cascais,Lisbon,Portugal,True
Porto Metropolitan Area,Apenas País,Porto Metropolitan Area,Inconsistente,['OK'],Porto Metropolitan Area,,,Porto Metropolitan Area,False
Porto Metropolitan Area,Apenas País,Porto Metropolitan Area,Inconsistente,['OK'],Porto Metropolitan Area,,,Porto Metropolitan Area,False
"Porto, Porto, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Porto, Porto, Portugal",Porto,Porto,Portugal,True
"Lisboa, Lisbon, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Portugal,True
"Santiago do Cacém, Setúbal, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Santiago do Cacém, Setúbal, Portugal",Santiago do Cacém,Setúbal,Portugal,True
Greater Barcelona Metropolitan Area,Apenas País,Greater Barcelona Metropolitan Area,Inconsistente,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,False
Greater Barcelona Metropolitan Area,Apenas País,Greater Barcelona Metropolitan Area,Apenas Localização tem país,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,True
"Aartselaar, Flemish Region, Belgium","Cidade, Estado, País",Belgium,Apenas Localização tem país,['OK'],"Aartselaar, Flemish Region, Belgium",Aartselaar,Flemish Region,Belgium,True
"Sant Boi de Llobregat, Catalonia, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Sant Boi de Llobregat, Catalonia, Spain",Sant Boi de Llobregat,Catalonia,Spain,True
Greater Madrid Metropolitan Area,Apenas País,Greater Madrid Metropolitan Area,Inconsistente,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,False
Greater Madrid Metropolitan Area,Apenas País,Greater Madrid Metropolitan Area,Inconsistente,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,False
"Barcelona, Catalonia, Spain","Cidade, Estado, País",Spain,Apenas Localização tem país,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,True
Greater Barcelona Metropolitan Area,Apenas País,Greater Barcelona Metropolitan Area,Inconsistente,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,False
Greater Barcelona Metropolitan Area,Apenas País,Greater Barcelona Metropolitan Area,Inconsistente,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,False
Greater Barcelona Metropolitan Area,Apenas País,Greater Barcelona Metropolitan Area,Inconsistente,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,False
Greater Barcelona Metropolitan Area,Apenas País,Greater Barcelona Metropolitan Area,Inconsistente,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,False
Greater Barcelona Metropolitan Area,Apenas País,Greater Barcelona Metropolitan Area,Inconsistente,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,False
Greater Barcelona Metropolitan Area,Apenas País,Greater Barcelona Metropolitan Area,Apenas Localização tem país,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,True
Helsinki Metropolitan Area,Apenas País,Helsinki Metropolitan Area,Inconsistente,['OK'],Helsinki Metropolitan Area,,,Helsinki Metropolitan Area,False
"Stockholm, Stockholm County, Sweden","Cidade, Estado, País",Sweden,Consistente,['OK'],"Stockholm, Stockholm County, Sweden",Stockholm,Stockholm County,Sweden,True
"Murcia, Región de Murcia, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Murcia, Región de Murcia, Spain",Murcia,Región de Murcia,Spain,True
"Logroño, Autonomía de La Rioja, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Logroño, Autonomía de La Rioja, Spain",Logroño,Autonomía de La Rioja,Spain,True
"Uster, Zurich, Switzerland","Cidade, Estado, País",Switzerland,Consistente,['OK'],"Uster, Zurich, Switzerland",Uster,Zurich,Switzerland,True
"Keerbergen, Flemish Region, Belgium","Cidade, Estado, País",Belgium,Consistente,['OK'],"Keerbergen, Flemish Region, Belgium",Keerbergen,Flemish Region,Belgium,True
"Gijón, Principality of Asturias, Spain","Cidade, Estado, País",Spain,Apenas Localização tem país,['OK'],"Gijón, Principality of Asturias, Spain",Gijón,Principality of Asturias,Spain,True
"Madrid, Community of Madrid, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,True
Finland,Apenas País,Finland,Consistente,['OK'],Finland,,,Finland,True
Greater Palma de Mallorca Metropolitan Area,Apenas País,Greater Palma de Mallorca Metropolitan Area,Apenas Localização tem país,['OK'],Greater Palma de Mallorca Metropolitan Area,,,Greater Palma de Mallorca Metropolitan Area,True
"Madrid, Community of Madrid, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,True
"Madrid, Community of Madrid, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,True
Venezuela,Apenas País,Venezuela,Consistente,['OK'],Venezuela,,,Venezuela,True
"Barcelona, Catalonia, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,True
Greater Palma de Mallorca Metropolitan Area,Apenas País,Greater Palma de Mallorca Metropolitan Area,Inconsistente,['OK'],Greater Palma de Mallorca Metropolitan Area,,,Greater Palma de Mallorca Metropolitan Area,False
"Warsaw, Mazowieckie, Poland","Cidade, Estado, País",Poland,Apenas Localização tem país,['OK'],"Warsaw, Mazowieckie, Poland",Warsaw,Mazowieckie,Poland,True
"Palma, Balearic Islands, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Palma, Balearic Islands, Spain",Palma,Balearic Islands,Spain,True
Greater Sevilla Metropolitan Area,Apenas País,Greater Sevilla Metropolitan Area,Inconsistente,['OK'],Greater Sevilla Metropolitan Area,,,Greater Sevilla Metropolitan Area,False
Greater Barcelona Metropolitan Area,Apenas País,Greater Barcelona Metropolitan Area,Inconsistente,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,False
Greater Barcelona Metropolitan Area,Apenas País,Greater Barcelona Metropolitan Area,Inconsistente,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,False
Greater Madrid Metropolitan Area,Apenas País,Greater Madrid Metropolitan Area,Inconsistente,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,False
Greater Madrid Metropolitan Area,Apenas País,Greater Madrid Metropolitan Area,Inconsistente,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,False
Greater Madrid Metropolitan Area,Apenas País,Greater Madrid Metropolitan Area,Inconsistente,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,False
Greater Madrid Metropolitan Area,Apenas País,Greater Madrid Metropolitan Area,Inconsistente,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,False
"Madrid, Community of Madrid, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,True
"Madrid, Community of Madrid, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,True
Greater Barcelona Metropolitan Area,Apenas País,Greater Barcelona Metropolitan Area,Inconsistente,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,False
"Logroño, Autonomía de La Rioja, Spain","Cidade, Estado, País",Spain,Apenas Localização tem país,['OK'],"Logroño, Autonomía de La Rioja, Spain",Logroño,Autonomía de La Rioja,Spain,True
"Valencia, Valencian Community, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Valencia, Valencian Community, Spain",Valencia,Valencian Community,Spain,True
"Barcelona, Catalonia, Spain","Cidade, Estado, País",Spain,Apenas Localização tem país,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,True
"Valencia, Valencian Community, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Valencia, Valencian Community, Spain",Valencia,Valencian Community,Spain,True
Greater Palma de Mallorca Metropolitan Area,Apenas País,Greater Palma de Mallorca Metropolitan Area,Apenas Localização tem país,['OK'],Greater Palma de Mallorca Metropolitan Area,,,Greater Palma de Mallorca Metropolitan Area,True
Greater Barcelona Metropolitan Area,Apenas País,Greater Barcelona Metropolitan Area,Inconsistente,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,False
"Santiago, Santiago Metropolitan Region, Chile","Cidade, Estado, País",Chile,Apenas Localização tem país,['OK'],"Santiago, Santiago Metropolitan Region, Chile",Santiago,Santiago Metropolitan Region,Chile,True
"Cartagena, Región de Murcia, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Cartagena, Región de Murcia, Spain",Cartagena,Región de Murcia,Spain,True
"Getafe, Community of Madrid, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Getafe, Community of Madrid, Spain",Getafe,Community of Madrid,Spain,True
"Getafe, Community of Madrid, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Getafe, Community of Madrid, Spain",Getafe,Community of Madrid,Spain,True
Greater Madrid Metropolitan Area,Apenas País,Greater Madrid Metropolitan Area,Inconsistente,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,False
Greater Madrid Metropolitan Area,Apenas País,Greater Madrid Metropolitan Area,Inconsistente,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,False
Greater Palma de Mallorca Metropolitan Area,Apenas País,Greater Palma de Mallorca Metropolitan Area,Inconsistente,['OK'],Greater Palma de Mallorca Metropolitan Area,,,Greater Palma de Mallorca Metropolitan Area,False
Greater Palma de Mallorca Metropolitan Area,Apenas País,Greater Palma de Mallorca Metropolitan Area,Inconsistente,['OK'],Greater Palma de Mallorca Metropolitan Area,,,Greater Palma de Mallorca Metropolitan Area,False
"Puenteareas, Galicia, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Puenteareas, Galicia, Spain",Puenteareas,Galicia,Spain,True
Greater Barcelona Metropolitan Area,Apenas País,Greater Barcelona Metropolitan Area,Inconsistente,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,False
Greater Madrid Metropolitan Area,Apenas País,Greater Madrid Metropolitan Area,Inconsistente,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,False
Greater Palma de Mallorca Metropolitan Area,Apenas País,Greater Palma de Mallorca Metropolitan Area,Inconsistente,['OK'],Greater Palma de Mallorca Metropolitan Area,,,Greater Palma de Mallorca Metropolitan Area,False
Porto Metropolitan Area,Apenas País,Porto Metropolitan Area,Inconsistente,['OK'],Porto Metropolitan Area,,,Porto Metropolitan Area,False
"Unidad Hab Lomas de San Lorenzo, Federal District, Mexico","Cidade, Estado, País",Mexico,Apenas Localização tem país,['OK'],"Unidad Hab Lomas de San Lorenzo, Federal District, Mexico",Unidad Hab Lomas de San Lorenzo,Federal District,Mexico,True
"Lisboa, Lisbon, Portugal","Cidade, Estado, País",Portugal,Apenas Localização tem país,['OK'],"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Portugal,True
"Lisboa, Lisbon, Portugal","Cidade, Estado, País",Portugal,Apenas Localização tem país,['OK'],"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Portugal,True
"Lisbon, Lisbon, Portugal","Cidade, Estado, País",Portugal,Apenas Localização tem país,['OK'],"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Portugal,True
"Gustavo A. Madero, Mexico City, Mexico","Cidade, Estado, País",Mexico,Consistente,['Caracteres especiais'],"Gustavo A. Madero, Mexico City, Mexico",Gustavo A. Madero,Mexico City,Mexico,True
"Gustavo A. Madero, Mexico City, Mexico","Cidade, Estado, País",Mexico,Consistente,['Caracteres especiais'],"Gustavo A. Madero, Mexico City, Mexico",Gustavo A. Madero,Mexico City,Mexico,True
"Santarém, Santarém, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Santarém, Santarém, Portugal",Santarém,Santarém,Portugal,True
"Santarém, Santarém, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Santarém, Santarém, Portugal",Santarém,Santarém,Portugal,True
"Lisbon, Lisbon, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Portugal,True
"Braga, Braga, Portugal","Cidade, Estado, País",Portugal,Apenas Localização tem país,['OK'],"Braga, Braga, Portugal",Braga,Braga,Portugal,True
"Viana do Castelo, Viana do Castelo, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Viana do Castelo, Viana do Castelo, Portugal",Viana do Castelo,Viana do Castelo,Portugal,True
"Porto, Porto, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Porto, Porto, Portugal",Porto,Porto,Portugal,True
"Juárez, Federal District, Mexico","Cidade, Estado, País",Mexico,Apenas Localização tem país,['OK'],"Juárez, Federal District, Mexico",Juárez,Federal District,Mexico,True
"Maia, Porto, Portugal","Cidade, Estado, País",Portugal,Apenas Localização tem país,['OK'],"Maia, Porto, Portugal",Maia,Porto,Portugal,True
"Lisboa, Lisbon, Portugal","Cidade, Estado, País",Portugal,Apenas Localização tem país,['OK'],"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Portugal,True
Lisbon Metropolitan Area,Apenas País,Lisbon Metropolitan Area,Apenas Localização tem país,['OK'],Lisbon Metropolitan Area,,,Lisbon Metropolitan Area,True
"Montijo, Setúbal, Portugal","Cidade, Estado, País",Portugal,Apenas Localização tem país,['OK'],"Montijo, Setúbal, Portugal",Montijo,Setúbal,Portugal,True
"Tlalpan, Mexico City, Mexico","Cidade, Estado, País",Mexico,Apenas Localização tem país,['OK'],"Tlalpan, Mexico City, Mexico",Tlalpan,Mexico City,Mexico,True
"Baarn, Utrecht Province, Netherlands","Cidade, Estado, País",Netherlands,Apenas Localização tem país,['OK'],"Baarn, Utrecht Province, Netherlands",Baarn,Utrecht Province,Netherlands,True
"Mexico City, Mexico","Cidade, País",Mexico,Apenas Localização tem país,['OK'],"Mexico City, Mexico",Mexico City,,Mexico,True
"Seixal, Setúbal, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Seixal, Setúbal, Portugal",Seixal,Setúbal,Portugal,True
Porto Metropolitan Area,Apenas País,Porto Metropolitan Area,Inconsistente,['OK'],Porto Metropolitan Area,,,Porto Metropolitan Area,False
"Lisbon, Lisbon, Portugal","Cidade, Estado, País",Portugal,Apenas Localização tem país,['OK'],"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Portugal,True
"Lisbon, Lisbon, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Portugal,True
"Évora, Portugal","Cidade, País",Portugal,Apenas Localização tem país,['OK'],"Évora, Portugal",Évora,,Portugal,True
"Alcobaça, Leiria, Portugal","Cidade, Estado, País",Portugal,Apenas Localização tem país,['OK'],"Alcobaça, Leiria, Portugal",Alcobaça,Leiria,Portugal,True
"Lisboa, Lisbon, Portugal","Cidade, Estado, País",Portugal,Apenas Localização tem país,['OK'],"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Portugal,True
"Lisboa, Lisbon, Portugal","Cidade, Estado, País",Portugal,Apenas Localização tem país,['OK'],"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Portugal,True
Lisbon Metropolitan Area,Apenas País,Lisbon Metropolitan Area,Apenas Localização tem país,['OK'],Lisbon Metropolitan Area,,,Lisbon Metropolitan Area,True
"Lisbon, Lisbon, Portugal","Cidade, Estado, País",Portugal,Apenas Localização tem país,['OK'],"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Portugal,True
"Lisboa, Lisbon, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Portugal,True
"Santo Tirso, Porto, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Santo Tirso, Porto, Portugal",Santo Tirso,Porto,Portugal,True
"Lajes, Portugal","Cidade, País",Portugal,Consistente,['OK'],"Lajes, Portugal",Lajes,,Portugal,True
"Lajes, Portugal","Cidade, País",Portugal,Consistente,['OK'],"Lajes, Portugal",Lajes,,Portugal,True
"Loures, Lisbon, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Loures, Lisbon, Portugal",Loures,Lisbon,Portugal,True
"Faro, Faro, Portugal","Cidade, Estado, País",Portugal,Apenas Localização tem país,['OK'],"Faro, Faro, Portugal",Faro,Faro,Portugal,True
"Lisboa, Lisbon, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Portugal,True
Porto Metropolitan Area,Apenas País,Porto Metropolitan Area,Apenas Localização tem país,['OK'],Porto Metropolitan Area,,,Porto Metropolitan Area,True
"Vila Franca de Xira, Lisbon, Portugal","Cidade, Estado, País",Portugal,Apenas Localização tem país,['OK'],"Vila Franca de Xira, Lisbon, Portugal",Vila Franca de Xira,Lisbon,Portugal,True
"Lisboa, Lisbon, Portugal","Cidade, Estado, País",Portugal,Apenas Localização tem país,['OK'],"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Portugal,True
