País da empresa,Localização da empresa,Estado,Cidade,Cidade_empresa,Estado_empresa,Localizacao_empresa_padronizada,Cidade_empresa_padronizada,Estado_empresa_padronizada,Pais_empresa_padronizada,Pais_consistente
Spain,"Murcia, Región de Murcia, Spain",Región de Murcia,Murcia,Murcia,Región de Murcia,"Murcia, Región De Murcia, Espanha",Murcia,Región De Murcia,Espanha,Espanha
Spain,"Barcelona, Catalonia, Spain",,,Barcelona,Catalonia,"Barcelona, Catalunha, Espanha",Barcelona,Catalunha,Espanha,Espanha
Germany,"Kaiserslautern, Rhineland-Palatinate, Germany",Baden-Württemberg,Mannheim,Kaiserslautern,Rhineland-Palatinate,"Kaiserslautern, Rhineland-Palatinate, Alemanha",Kaiserslautern,Rhineland-Palatinate,Alemanha,Alemanha
United Kingdom,"London, England, United Kingdom",,,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"London, England, United Kingdom",,,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"London, England, United Kingdom",England,London,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
Germany,"Dresden, Saxony, Germany",Saxony,Dresden,Dresden,Saxony,"Dresden, Saxony, Alemanha",Dresden,Saxony,Alemanha,Alemanha
Poland,"Warsaw, Mazowieckie, Poland",Mazowieckie,Warsaw,Warsaw,Mazowieckie,"Warsaw, Mazowieckie, Polônia",Warsaw,Mazowieckie,Polônia,Polônia
Spain,"Madrid, Community of Madrid, Spain",,,Madrid,Community of Madrid,"Madrid, Comunidade De Madrid, Espanha",Madrid,Comunidade De Madrid,Espanha,Espanha
Germany,"Stuttgart, Baden-Württemberg, Germany",Baden-Württemberg,Trossingen,Stuttgart,Baden-Württemberg,"Stuttgart, Baden-Württemberg, Alemanha",Stuttgart,Baden-Württemberg,Alemanha,Alemanha
Germany,"Würzburg, Bavaria, Germany",Baden-Württemberg,Neuses,Würzburg,Bavaria,"Würzburg, Baviera, Alemanha",Würzburg,Baviera,Alemanha,Alemanha
Germany,"Karlsruhe, Baden-Württemberg, Germany",Baden-Württemberg,Karlsruhe,Karlsruhe,Baden-Württemberg,"Karlsruhe, Baden-Württemberg, Alemanha",Karlsruhe,Baden-Württemberg,Alemanha,Alemanha
United Kingdom,"Greater London, England, United Kingdom",England,Greater London,Greater London,England,"Greater London, Inglaterra, Reino Unido",Greater London,Inglaterra,Reino Unido,Reino Unido
Spain,"Castellón de la Plana, Valencian Community, Spain",,,Castellón de la Plana,Valencian Community,"Castellón De La Plana, Valencian Community, Espanha",Castellón De La Plana,Valencian Community,Espanha,Espanha
France,"Aix-en-Provence, Provence-Alpes-Côte d'Azur, France",Provence-Alpes-Côte d'Azur,Marseille,Aix-en-Provence,Provence-Alpes-Côte d'Azur,"Aix-En-Provence, Provence-Alpes-Côte D'Azur, França",Aix-En-Provence,Provence-Alpes-Côte D'Azur,França,França
Germany,"Gilching, Bavaria, Germany",Bavaria,Gilching,Gilching,Bavaria,"Gilching, Baviera, Alemanha",Gilching,Baviera,Alemanha,Alemanha
Germany,"Gilching, Bavaria, Germany",Bavaria,Gilching,Gilching,Bavaria,"Gilching, Baviera, Alemanha",Gilching,Baviera,Alemanha,Alemanha
Germany,"Wiesbaden, Hesse, Germany",Hesse,Frankfurt,Wiesbaden,Hesse,"Wiesbaden, Hessen, Alemanha",Wiesbaden,Hessen,Alemanha,Alemanha
France,"Paris, Île-de-France, France",,,Paris,Île-de-France,"Paris, Ilha De França, França",Paris,Ilha De França,França,França
France,"Torcy, Île-de-France, France",,,Torcy,Île-de-France,"Torcy, Ilha De França, França",Torcy,Ilha De França,França,França
Germany,"Munich, Bavaria, Germany",Bavaria,Munich,Munich,Bavaria,"Munich, Baviera, Alemanha",Munich,Baviera,Alemanha,Alemanha
Germany,"Hamburg, Hamburg, Germany",,,Hamburg,Hamburg,"Hamburg, Hamburg, Alemanha",Hamburg,Hamburg,Alemanha,Alemanha
France,"Paris, Île-de-France, France",,,Paris,Île-de-France,"Paris, Ilha De França, França",Paris,Ilha De França,França,França
Germany,"Aachen, North Rhine-Westphalia, Germany",North Rhine-Westphalia,Eschweiler,Aachen,North Rhine-Westphalia,"Aachen, Renânia Do Norte-Vestfália, Alemanha",Aachen,Renânia Do Norte-Vestfália,Alemanha,Alemanha
Belgium,"Nivelles, Walloon Region, Belgium",,,Nivelles,Walloon Region,"Nivelles, Walloon Region, Bélgica",Nivelles,Walloon Region,Bélgica,Bélgica
Germany,"Munich, Bavaria, Germany",Bavaria,Munich,Munich,Bavaria,"Munich, Baviera, Alemanha",Munich,Baviera,Alemanha,Alemanha
Germany,"Wesel, North Rhine-Westphalia, Germany",North Rhine-Westphalia,Kempen,Wesel,North Rhine-Westphalia,"Wesel, Renânia Do Norte-Vestfália, Alemanha",Wesel,Renânia Do Norte-Vestfália,Alemanha,Alemanha
Germany,"Munich, Bavaria, Germany",,,Munich,Bavaria,"Munich, Baviera, Alemanha",Munich,Baviera,Alemanha,Alemanha
Ireland,"Dublin 12, County Dublin, Ireland",,,Dublin 12,County Dublin,"Dublin 12, County Dublin, Irlanda",Dublin 12,County Dublin,Irlanda,Irlanda
Ireland,"Dublin 12, County Dublin, Ireland",,,Dublin 12,County Dublin,"Dublin 12, County Dublin, Irlanda",Dublin 12,County Dublin,Irlanda,Irlanda
Germany,"Munich, Bavaria, Germany",Bavaria,Munich,Munich,Bavaria,"Munich, Baviera, Alemanha",Munich,Baviera,Alemanha,Alemanha
Germany,"Freiburg, Baden-Württemberg, Germany",Baden-Württemberg,Freiburg,Freiburg,Baden-Württemberg,"Freiburg, Baden-Württemberg, Alemanha",Freiburg,Baden-Württemberg,Alemanha,Alemanha
Poland,"Poznan, Wielkopolskie, Poland",Wielkopolskie,Poznań,Poznan,Wielkopolskie,"Poznan, Wielkopolskie, Polônia",Poznan,Wielkopolskie,Polônia,Polônia
United Kingdom,"London, England, United Kingdom",England,London,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"London, England, United Kingdom",England,London,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"Fleet Street, England",,,Fleet Street,England,"Fleet Street, England",Fleet Street,,England,England
United Kingdom,"England, United Kingdom",,,England,United Kingdom,"England, Reino Unido",England,,Reino Unido,Reino Unido
United Kingdom,"Warrington, England, United Kingdom",England,Warrington,Warrington,England,"Warrington, Inglaterra, Reino Unido",Warrington,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"Leeds, England, United Kingdom",England,Leeds,Leeds,England,"Leeds, Inglaterra, Reino Unido",Leeds,Inglaterra,Reino Unido,Reino Unido
Germany,"Frankfurt, Hesse, Germany",,,Frankfurt,Hesse,"Frankfurt, Hessen, Alemanha",Frankfurt,Hessen,Alemanha,Alemanha
Germany,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,Hamburg,Hamburg,"Hamburg, Hamburg, Alemanha",Hamburg,Hamburg,Alemanha,Alemanha
Germany,"Karlsruhe, Baden-Württemberg, Germany",Baden-Württemberg,Linkenheim-Hochstetten,Karlsruhe,Baden-Württemberg,"Karlsruhe, Baden-Württemberg, Alemanha",Karlsruhe,Baden-Württemberg,Alemanha,Alemanha
France,"Saint-Herblain, Pays de la Loire, France",Bourgogne-Franche-Comté,Fleury-la-Montagne,Saint-Herblain,Pays de la Loire,"Saint-Herblain, Pays De La Loire, França",Saint-Herblain,Pays De La Loire,França,França
Lithuania,"Vilnius, Vilniaus, Lithuania",,,Vilnius,Vilniaus,"Vilnius, Vilnius, Lituânia",Vilnius,Vilnius,Lituânia,Lituânia
Lithuania,"Vilnius, Vilniaus, Lithuania",,,Vilnius,Vilniaus,"Vilnius, Vilnius, Lituânia",Vilnius,Vilnius,Lituânia,Lituânia
France,"Castanet-Tolosan, Occitanie, France",Occitanie,Castres,Castanet-Tolosan,Occitanie,"Castanet-Tolosan, Occitanie, França",Castanet-Tolosan,Occitanie,França,França
Brazil,"São Paulo, São Paulo, Brazil",Aveiro,Aveiro,São Paulo,São Paulo,"São Paulo, São Paulo, Brasil",São Paulo,São Paulo,Brasil,Brasil
Portugal,"Lisbon, Lisbon, Portugal",Lisbon,Lisboa,Lisbon,Lisbon,"Lisbon, Lisboa, Portugal",Lisbon,Lisboa,Portugal,Portugal
Germany,"Walldorf, Baden-Württemberg, Germany",,Maharashtra,Walldorf,Baden-Württemberg,"Walldorf, Baden-Württemberg, Alemanha",Walldorf,Baden-Württemberg,Alemanha,Alemanha
Spain,"Barcelona, Catalonia, Spain",,,Barcelona,Catalonia,"Barcelona, Catalunha, Espanha",Barcelona,Catalunha,Espanha,Espanha
Germany,"Leipzig, Saxony, Germany",Hesse,Mühltal,Leipzig,Saxony,"Leipzig, Saxony, Alemanha",Leipzig,Saxony,Alemanha,Alemanha
France,"Suresnes, Île-de-France, France",,,Suresnes,Île-de-France,"Suresnes, Ilha De França, França",Suresnes,Ilha De França,França,França
United Kingdom,"London, England, United Kingdom",Goa,Panaji,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"London, England, United Kingdom",Attiki,Níkaia,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"London, England, United Kingdom",England,London,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"London, England, United Kingdom",England,London,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"London, England, United Kingdom",,,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
Germany,"Paderborn, North Rhine-Westphalia, Germany",,,Paderborn,North Rhine-Westphalia,"Paderborn, Renânia Do Norte-Vestfália, Alemanha",Paderborn,Renânia Do Norte-Vestfália,Alemanha,Alemanha
Poland,"Warsaw, Mazowieckie, Poland",Mazowieckie,Warsaw,Warsaw,Mazowieckie,"Warsaw, Mazowieckie, Polônia",Warsaw,Mazowieckie,Polônia,Polônia
Poland,"Wrocław, Dolnośląskie, Poland",,,Wrocław,Dolnośląskie,"Wrocław, Baixa Silésia, Polônia",Wrocław,Baixa Silésia,Polônia,Polônia
Poland,"Wrocław, Dolnośląskie, Poland",,,Wrocław,Dolnośląskie,"Wrocław, Baixa Silésia, Polônia",Wrocław,Baixa Silésia,Polônia,Polônia
United Kingdom,"London, England, United Kingdom",,,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
Germany,"Karlsruhe, Baden-Württemberg, Germany",Baden-Württemberg,Karlsruhe,Karlsruhe,Baden-Württemberg,"Karlsruhe, Baden-Württemberg, Alemanha",Karlsruhe,Baden-Württemberg,Alemanha,Alemanha
Germany,"Möhrendorf, Bavaria, Germany",Bavaria,Möhrendorf,Möhrendorf,Bavaria,"Möhrendorf, Baviera, Alemanha",Möhrendorf,Baviera,Alemanha,Alemanha
France,"Paris, Île-de-France, France",,,Paris,Île-de-France,"Paris, Ilha De França, França",Paris,Ilha De França,França,França
France,"Paris, Île-de-France, France",,,Paris,Île-de-France,"Paris, Ilha De França, França",Paris,Ilha De França,França,França
Germany,"Würselen, North Rhine-Westphalia, Germany",North Rhine-Westphalia,Würselen,Würselen,North Rhine-Westphalia,"Würselen, Renânia Do Norte-Vestfália, Alemanha",Würselen,Renânia Do Norte-Vestfália,Alemanha,Alemanha
Portugal,"Santo Tirso, Porto, Portugal",,,Santo Tirso,Porto,"Santo Tirso, Porto, Portugal",Santo Tirso,Porto,Portugal,Portugal
Portugal,"Lisbon, Lisbon, Portugal",Hamburg,Hamburg,Lisbon,Lisbon,"Lisbon, Lisboa, Portugal",Lisbon,Lisboa,Portugal,Portugal
Brazil,"Curitiba, Paraná, Brazil",Lisbon,Lisbon,Curitiba,Paraná,"Curitiba, Paraná, Brasil",Curitiba,Paraná,Brasil,Brasil
Brazil,"Curitiba, Paraná, Brazil",Lisbon,Lisbon,Curitiba,Paraná,"Curitiba, Paraná, Brasil",Curitiba,Paraná,Brasil,Brasil
Brazil,"Curitiba, Paraná, Brazil",Lisbon,Lisbon,Curitiba,Paraná,"Curitiba, Paraná, Brasil",Curitiba,Paraná,Brasil,Brasil
Portugal,"Maia, Porto, Portugal",Massachusetts,Lynnfield,Maia,Porto,"Maia, Porto, Portugal",Maia,Porto,Portugal,Portugal
Portugal,"Lisbon, Lisbon, Portugal",Florida,Boca Raton,Lisbon,Lisbon,"Lisbon, Lisboa, Portugal",Lisbon,Lisboa,Portugal,Portugal
United Kingdom,"Manchester, England, United Kingdom",England,Manchester,Manchester,England,"Manchester, Inglaterra, Reino Unido",Manchester,Inglaterra,Reino Unido,Reino Unido
,,,,,,Portugal,,,,Portugal
Portugal,"Cascais, Lisbon, Portugal",,,Cascais,Lisbon,"Cascais, Lisboa, Portugal",Cascais,Lisboa,Portugal,Portugal
Portugal,"Maia, Porto, Portugal",California,Santa Barbara,Maia,Porto,"Maia, Porto, Portugal",Maia,Porto,Portugal,Portugal
Portugal,"Porto, Porto, Portugal",São Paulo,Boituva,Porto,Porto,"Porto, Porto, Portugal",Porto,Porto,Portugal,Portugal
Portugal,"Lisbon, Lisbon, Portugal",Lisbon,Lisboa,Lisbon,Lisbon,"Lisbon, Lisboa, Portugal",Lisbon,Lisboa,Portugal,Portugal
Portugal,"Lisbon, Lisbon, Portugal",Community of Madrid,Madrid,Lisbon,Lisbon,"Lisbon, Lisboa, Portugal",Lisbon,Lisboa,Portugal,Portugal
Portugal,Portugal,Lisbon,Lisbon,Portugal,,Portugal,Portugal,,,Portugal
Portugal,"Braga, Braga, Portugal",Braga,Braga,Braga,Braga,"Braga, Braga, Portugal",Braga,Braga,Portugal,Portugal
Portugal,"Lisbon, Lisbon, Portugal",,,Lisbon,Lisbon,"Lisbon, Lisboa, Portugal",Lisbon,Lisboa,Portugal,Portugal
Portugal,"Ponte do Lima, Viana do Castelo, Portugal",Viana do Castelo,Ponte do Lima,Ponte do Lima,Viana do Castelo,"Ponte Do Lima, Viana Do Castelo, Portugal",Ponte Do Lima,Viana Do Castelo,Portugal,Portugal
Portugal,"Vila Nova de Famalicão, Braga, Portugal",Porto,Porto,Vila Nova de Famalicão,Braga,"Vila Nova De Famalicão, Braga, Portugal",Vila Nova De Famalicão,Braga,Portugal,Portugal
Portugal,"Marco de Canavezes, Porto, Portugal",,Porto,Marco de Canavezes,Porto,"Marco De Canavezes, Porto, Portugal",Marco De Canavezes,Porto,Portugal,Portugal
Portugal,"Lisbon, Lisbon, Portugal",Lisbon,Lisboa,Lisbon,Lisbon,"Lisbon, Lisboa, Portugal",Lisbon,Lisboa,Portugal,Portugal
Portugal,"Oliveira de Azemeis, Aveiro, Portugal",Aveiro,Aveiro,Oliveira de Azemeis,Aveiro,"Oliveira De Azemeis, Aveiro, Portugal",Oliveira De Azemeis,Aveiro,Portugal,Portugal
Portugal,"Oliveira de Azemeis, Aveiro, Portugal",Aveiro,Aveiro,Oliveira de Azemeis,Aveiro,"Oliveira De Azemeis, Aveiro, Portugal",Oliveira De Azemeis,Aveiro,Portugal,Portugal
Portugal,"Oliveira de Azemeis, Aveiro, Portugal",Aveiro,Aveiro,Oliveira de Azemeis,Aveiro,"Oliveira De Azemeis, Aveiro, Portugal",Oliveira De Azemeis,Aveiro,Portugal,Portugal
Portugal,"Oliveira de Azemeis, Aveiro, Portugal",Aveiro,Aveiro,Oliveira de Azemeis,Aveiro,"Oliveira De Azemeis, Aveiro, Portugal",Oliveira De Azemeis,Aveiro,Portugal,Portugal
,,Lisbon,Cascais,,,"Cascais, Lisbon, Portugal",,,,Portugal
,,,,,,Portugal,,,,Portugal
Portugal,"Porto, Porto, Portugal",,,Porto,Porto,"Porto, Porto, Portugal",Porto,Porto,Portugal,Portugal
Portugal,"Porto, Porto, Portugal",Porto,Porto,Porto,Porto,"Porto, Porto, Portugal",Porto,Porto,Portugal,Portugal
Portugal,"Lisbon, Lisbon, Portugal",Lisbon,Lisboa,Lisbon,Lisbon,"Lisbon, Lisboa, Portugal",Lisbon,Lisboa,Portugal,Portugal
Portugal,"Santiago do Cacém, Setúbal, Portugal",Setúbal,Santiago do Cacém,Santiago do Cacém,Setúbal,"Santiago Do Cacém, Setúbal, Portugal",Santiago Do Cacém,Setúbal,Portugal,Portugal
Spain,"Sant Cugat del Vallès, Catalonia, Spain",,,Sant Cugat del Vallès,Catalonia,"Sant Cugat Del Vallès, Catalunha, Espanha",Sant Cugat Del Vallès,Catalunha,Espanha,Espanha
Spain,"Sant Cugat del Vallès, Catalonia, Spain",,,Sant Cugat del Vallès,Catalonia,"Sant Cugat Del Vallès, Catalunha, Espanha",Sant Cugat Del Vallès,Catalunha,Espanha,Espanha
Spain,"Alcobendas, Community of Madrid, Spain",Flemish Region,Aartselaar,Alcobendas,Community of Madrid,"Alcobendas, Comunidade De Madrid, Espanha",Alcobendas,Comunidade De Madrid,Espanha,Espanha
,,Catalonia,Sant Boi de Llobregat,,,"Sant Boi de Llobregat, Catalonia, Spain",,,,Spain
Spain,"Madrid, Community of Madrid, Spain",,,Madrid,Community of Madrid,"Madrid, Comunidade De Madrid, Espanha",Madrid,Comunidade De Madrid,Espanha,Espanha
Spain,"Madrid, Community of Madrid, Spain",,,Madrid,Community of Madrid,"Madrid, Comunidade De Madrid, Espanha",Madrid,Comunidade De Madrid,Espanha,Espanha
Spain,"Barcelona, Catalonia, Spain",Catalonia,Barcelona,Barcelona,Catalonia,"Barcelona, Catalunha, Espanha",Barcelona,Catalunha,Espanha,Espanha
Spain,"Barcelona, Catalonia, Spain",,,Barcelona,Catalonia,"Barcelona, Catalunha, Espanha",Barcelona,Catalunha,Espanha,Espanha
Spain,"Barcelona, Catalonia, Spain",,,Barcelona,Catalonia,"Barcelona, Catalunha, Espanha",Barcelona,Catalunha,Espanha,Espanha
Spain,"Barcelona, Catalonia, Spain",,,Barcelona,Catalonia,"Barcelona, Catalunha, Espanha",Barcelona,Catalunha,Espanha,Espanha
Spain,"Barcelona, Catalonia, Spain",,,Barcelona,Catalonia,"Barcelona, Catalunha, Espanha",Barcelona,Catalunha,Espanha,Espanha
Spain,"Alcobendas, Community of Madrid, Spain",,,Alcobendas,Community of Madrid,"Alcobendas, Comunidade De Madrid, Espanha",Alcobendas,Comunidade De Madrid,Espanha,Espanha
Spain,"Barcelona, Catalonia, Spain",,,Barcelona,Catalonia,"Barcelona, Catalunha, Espanha",Barcelona,Catalunha,Espanha,Espanha
Spain,"Alcobendas, Community of Madrid, Spain",,,Alcobendas,Community of Madrid,"Alcobendas, Comunidade De Madrid, Espanha",Alcobendas,Comunidade De Madrid,Espanha,Espanha
Spain,"Alcobendas, Community of Madrid, Spain",Stockholm County,Stockholm,Alcobendas,Community of Madrid,"Alcobendas, Comunidade De Madrid, Espanha",Alcobendas,Comunidade De Madrid,Espanha,Espanha
Spain,"Alcobendas, Community of Madrid, Spain",Región de Murcia,Murcia,Alcobendas,Community of Madrid,"Alcobendas, Comunidade De Madrid, Espanha",Alcobendas,Comunidade De Madrid,Espanha,Espanha
Spain,"Logroño, Autonomía de La Rioja, Spain",Autonomía de La Rioja,Logroño,Logroño,Autonomía de La Rioja,"Logroño, Autonomía De La Rioja, Espanha",Logroño,Autonomía De La Rioja,Espanha,Espanha
Spain,"Alcobendas, Community of Madrid, Spain",Zurich,Uster,Alcobendas,Community of Madrid,"Alcobendas, Comunidade De Madrid, Espanha",Alcobendas,Comunidade De Madrid,Espanha,Espanha
Spain,"Alcobendas, Community of Madrid, Spain",Flemish Region,Keerbergen,Alcobendas,Community of Madrid,"Alcobendas, Comunidade De Madrid, Espanha",Alcobendas,Comunidade De Madrid,Espanha,Espanha
Spain,"Gijón, Principality of Asturias, Spain",Principality of Asturias,Gijón,Gijón,Principality of Asturias,"Gijón, Astúrias, Espanha",Gijón,Astúrias,Espanha,Espanha
Spain,"Alcobendas, Community of Madrid, Spain",Community of Madrid,Madrid,Alcobendas,Community of Madrid,"Alcobendas, Comunidade De Madrid, Espanha",Alcobendas,Comunidade De Madrid,Espanha,Espanha
Spain,"Alcobendas, Community of Madrid, Spain",,,Alcobendas,Community of Madrid,"Alcobendas, Comunidade De Madrid, Espanha",Alcobendas,Comunidade De Madrid,Espanha,Espanha
Spain,"Palma, Balearic Islands, Spain",,,Palma,Balearic Islands,"Palma, Balearic Islands, Espanha",Palma,Balearic Islands,Espanha,Espanha
Spain,"Madrid, Community of Madrid, Spain",Community of Madrid,Madrid,Madrid,Community of Madrid,"Madrid, Comunidade De Madrid, Espanha",Madrid,Comunidade De Madrid,Espanha,Espanha
Spain,"Madrid, Community of Madrid, Spain",Community of Madrid,Madrid,Madrid,Community of Madrid,"Madrid, Comunidade De Madrid, Espanha",Madrid,Comunidade De Madrid,Espanha,Espanha
Spain,"Madrid, Community of Madrid, Spain",,,Madrid,Community of Madrid,"Madrid, Comunidade De Madrid, Espanha",Madrid,Comunidade De Madrid,Espanha,Espanha
Spain,"Barcelona, Catalonia, Spain",Catalonia,Barcelona,Barcelona,Catalonia,"Barcelona, Catalunha, Espanha",Barcelona,Catalunha,Espanha,Espanha
Spain,"Palma, Balearic Islands, Spain",,,Palma,Balearic Islands,"Palma, Balearic Islands, Espanha",Palma,Balearic Islands,Espanha,Espanha
Spain,"Alcobendas, Community of Madrid, Spain",Mazowieckie,Warsaw,Alcobendas,Community of Madrid,"Alcobendas, Comunidade De Madrid, Espanha",Alcobendas,Comunidade De Madrid,Espanha,Espanha
Spain,"Palma, Balearic Islands, Spain",Balearic Islands,Palma,Palma,Balearic Islands,"Palma, Balearic Islands, Espanha",Palma,Balearic Islands,Espanha,Espanha
Spain,"Seville, Andalusia, Spain",,,Seville,Andalusia,"Seville, Andalusia, Espanha",Seville,Andalusia,Espanha,Espanha
Spain,"Barcelona, Catalonia, Spain",,,Barcelona,Catalonia,"Barcelona, Catalunha, Espanha",Barcelona,Catalunha,Espanha,Espanha
Spain,"Barcelona, Catalonia, Spain",,,Barcelona,Catalonia,"Barcelona, Catalunha, Espanha",Barcelona,Catalunha,Espanha,Espanha
Spain,"Alcobendas, Community of Madrid, Spain",,,Alcobendas,Community of Madrid,"Alcobendas, Comunidade De Madrid, Espanha",Alcobendas,Comunidade De Madrid,Espanha,Espanha
Spain,"Alcobendas, Community of Madrid, Spain",,,Alcobendas,Community of Madrid,"Alcobendas, Comunidade De Madrid, Espanha",Alcobendas,Comunidade De Madrid,Espanha,Espanha
Spain,"Alcobendas, Community of Madrid, Spain",,,Alcobendas,Community of Madrid,"Alcobendas, Comunidade De Madrid, Espanha",Alcobendas,Comunidade De Madrid,Espanha,Espanha
Spain,"Alcobendas, Community of Madrid, Spain",,,Alcobendas,Community of Madrid,"Alcobendas, Comunidade De Madrid, Espanha",Alcobendas,Comunidade De Madrid,Espanha,Espanha
Spain,"Alcobendas, Community of Madrid, Spain",Community of Madrid,Madrid,Alcobendas,Community of Madrid,"Alcobendas, Comunidade De Madrid, Espanha",Alcobendas,Comunidade De Madrid,Espanha,Espanha
Spain,"Alcobendas, Community of Madrid, Spain",Community of Madrid,Madrid,Alcobendas,Community of Madrid,"Alcobendas, Comunidade De Madrid, Espanha",Alcobendas,Comunidade De Madrid,Espanha,Espanha
Spain,"Barcelona, Catalonia, Spain",,,Barcelona,Catalonia,"Barcelona, Catalunha, Espanha",Barcelona,Catalunha,Espanha,Espanha
Spain,"Logroño, Autonomía de La Rioja, Spain",Autonomía de La Rioja,Logroño,Logroño,Autonomía de La Rioja,"Logroño, Autonomía De La Rioja, Espanha",Logroño,Autonomía De La Rioja,Espanha,Espanha
Spain,"Palma, Balearic Islands, Spain",Valencian Community,Valencia,Palma,Balearic Islands,"Palma, Balearic Islands, Espanha",Palma,Balearic Islands,Espanha,Espanha
Spain,"Barcelona, Catalonia, Spain",Catalonia,Barcelona,Barcelona,Catalonia,"Barcelona, Catalunha, Espanha",Barcelona,Catalunha,Espanha,Espanha
Spain,"Puebla de Vallbona, Valencian Community, Spain",Valencian Community,Valencia,Puebla de Vallbona,Valencian Community,"Puebla De Vallbona, Valencian Community, Espanha",Puebla De Vallbona,Valencian Community,Espanha,Espanha
Spain,"Palma, Balearic Islands, Spain",,,Palma,Balearic Islands,"Palma, Balearic Islands, Espanha",Palma,Balearic Islands,Espanha,Espanha
Spain,"Barcelona, Catalonia, Spain",,,Barcelona,Catalonia,"Barcelona, Catalunha, Espanha",Barcelona,Catalunha,Espanha,Espanha
Spain,"Madrid, Community of Madrid, Spain",Santiago Metropolitan Region,Santiago,Madrid,Community of Madrid,"Madrid, Comunidade De Madrid, Espanha",Madrid,Comunidade De Madrid,Espanha,Espanha
Spain,"Alcobendas, Community of Madrid, Spain",Región de Murcia,Cartagena,Alcobendas,Community of Madrid,"Alcobendas, Comunidade De Madrid, Espanha",Alcobendas,Comunidade De Madrid,Espanha,Espanha
Spain,"Madrid, Community of Madrid, Spain",Community of Madrid,Getafe,Madrid,Community of Madrid,"Madrid, Comunidade De Madrid, Espanha",Madrid,Comunidade De Madrid,Espanha,Espanha
Spain,"Madrid, Community of Madrid, Spain",Community of Madrid,Getafe,Madrid,Community of Madrid,"Madrid, Comunidade De Madrid, Espanha",Madrid,Comunidade De Madrid,Espanha,Espanha
Spain,"Madrid, Community of Madrid, Spain",,,Madrid,Community of Madrid,"Madrid, Comunidade De Madrid, Espanha",Madrid,Comunidade De Madrid,Espanha,Espanha
Spain,"Madrid, Community of Madrid, Spain",,,Madrid,Community of Madrid,"Madrid, Comunidade De Madrid, Espanha",Madrid,Comunidade De Madrid,Espanha,Espanha
Spain,"Palma, Balearic Islands, Spain",,,Palma,Balearic Islands,"Palma, Balearic Islands, Espanha",Palma,Balearic Islands,Espanha,Espanha
Spain,"Palma, Balearic Islands, Spain",,,Palma,Balearic Islands,"Palma, Balearic Islands, Espanha",Palma,Balearic Islands,Espanha,Espanha
Spain,"Vigo, Galicia, Spain",Galicia,Puenteareas,Vigo,Galicia,"Vigo, Galicia, Espanha",Vigo,Galicia,Espanha,Espanha
Spain,"Madrid, Community of Madrid, Spain",,,Madrid,Community of Madrid,"Madrid, Comunidade De Madrid, Espanha",Madrid,Comunidade De Madrid,Espanha,Espanha
Spain,"Madrid, Community of Madrid, Spain",,,Madrid,Community of Madrid,"Madrid, Comunidade De Madrid, Espanha",Madrid,Comunidade De Madrid,Espanha,Espanha
Spain,"Palma, Balearic Islands, Spain",,,Palma,Balearic Islands,"Palma, Balearic Islands, Espanha",Palma,Balearic Islands,Espanha,Espanha
Portugal,"Oeiras, Lisbon, Portugal",,,Oeiras,Lisbon,"Oeiras, Lisboa, Portugal",Oeiras,Lisboa,Portugal,Portugal
Mexico,"Ensenada, Baja California, Mexico",Federal District,Unidad Hab Lomas de San Lorenzo,Ensenada,Baja California,"Ensenada, Baja California, Mexico",Ensenada,Baja California,Mexico,Mexico
Portugal,"Lisbon, Lisbon, Portugal",Lisbon,Lisboa,Lisbon,Lisbon,"Lisbon, Lisboa, Portugal",Lisbon,Lisboa,Portugal,Portugal
Portugal,"Lisbon, Lisbon, Portugal",Lisbon,Lisboa,Lisbon,Lisbon,"Lisbon, Lisboa, Portugal",Lisbon,Lisboa,Portugal,Portugal
Portugal,"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Lisbon,Lisbon,"Lisbon, Lisboa, Portugal",Lisbon,Lisboa,Portugal,Portugal
Mexico,Mexico,Mexico City,Gustavo A. Madero,Mexico,,Mexico,Mexico,,,Mexico
Mexico,Mexico,Mexico City,Gustavo A. Madero,Mexico,,Mexico,Mexico,,,Mexico
